2023-06-10 09:12:47BE_907: (152ms) 99% TIMER > Flying: 0, position: 6, look: 15, positionLook: 10, sum: 34BE_0, median: 33 > 27BE_ Player version: V1_13BE_ TPS: [20BE_672159204930733, 19BE_997815995186563, 20BE_001623719145826, 20BE_048988071009905]
2023-06-10 09:12:48BE_94: (152ms) 99% TIMER > Flying: 0, position: 2, look: 2, positionLook: 0, sum: 28BE_0, median: 33 > 27BE_ Player version: V1_13BE_ TPS: [20BE_068677019628872, 19BE_99404446095051, 19BE_998766015473922, 20BE_04643753689383]
2023-06-10 09:25:33BE_058: (173ms) 90% SPEED > Calculated speed: 0BE_3258232554877891, Walk Speed: 0BE_2, Velocity Y: -0BE_00997328922604905,-0BE_230527368912964,-0BE_016085314947555173, speed: 0BE_3473468980508954BE_ Player version: V1_13BE_ TPS: [20BE_000465310825458, 19BE_99980148397045, 20BE_005873431753635, 19BE_999985354632948]
2023-06-10 09:29:41BE_428: (186ms) 90% SPEED > Calculated speed: 0BE_35321472132726855, Walk Speed: 0BE_2, Velocity Y: -0BE_0115485843613068,-0BE_22768848754498797,0BE_0, speed: 0BE_35164375482814053BE_ Player version: V1_13BE_ TPS: [21BE_329890272683866, 20BE_02591610042003, 19BE_999972065505684, 19BE_99998575514348]
2023-06-10 09:29:41BE_46: (186ms) 90% SPEED > Calculated speed: 0BE_31942203131041363, Walk Speed: 0BE_2, Velocity Y: -0BE_010509212071662865,-0BE_30153472366278034,0BE_0, speed: 0BE_3178973486306282BE_ Player version: V1_13BE_ TPS: [21BE_329890272683866, 20BE_02591610042003, 19BE_999972065505684, 19BE_99998575514348]
2023-06-10 09:29:52BE_156: (178ms) 67% SPEED > On groundBE_ WalkSpeed: 0BE_20000000298023224, Distance from/to: 0BE_7513219856507554, walkTest: true, walkWithEss: true, y: 0BE_7513219856507554, disDir: 4BE_462813564941749, disDirY: 0BE_5644847261221938BE_ Player version: V1_13BE_ TPS: [20BE_0042377697444, 20BE_000359359456844, 19BE_99920366617531, 19BE_99903290667685]
2023-06-10 09:29:52BE_256: (178ms) 65% SPEED > On groundBE_ WalkSpeed: 0BE_20000000298023224, Distance from/to: 0BE_709089649881448, walkTest: true, walkWithEss: true, y: 0BE_709089649881448, disDir: 4BE_246763294106526, disDirY: 0BE_5028081315689945BE_ Player version: V1_13BE_ TPS: [20BE_0042377697444, 20BE_000359359456844, 19BE_99920366617531, 19BE_99903290667685]
2023-06-10 09:29:52BE_353: (178ms) 70% SPEED > On groundBE_ WalkSpeed: 0BE_20000000298023224, Distance from/to: 0BE_8035568406059018, walkTest: true, walkWithEss: true, y: 0BE_8035568406059018, disDir: 4BE_9227233916431175, disDirY: 0BE_6457035960845388BE_ Player version: V1_13BE_ TPS: [20BE_0042377697444, 20BE_000359359456844, 19BE_99920366617531, 19BE_99903290667685]
2023-06-10 09:29:52BE_356: (178ms) 67% SPEED > On groundBE_ WalkSpeed: 0BE_20000000298023224, Distance from/to: 0BE_756684140501135, walkTest: true, walkWithEss: true, y: 0BE_756684140501135, disDir: 4BE_498103538469859, disDirY: 0BE_5725708884859413BE_ Player version: V1_13BE_ TPS: [20BE_0042377697444, 20BE_000359359456844, 19BE_99920366617531, 19BE_99903290667685]
2023-06-10 09:29:52BE_441: (178ms) 65% SPEED > On groundBE_ WalkSpeed: 0BE_20000000298023224, Distance from/to: 0BE_7140322029893094, walkTest: true, walkWithEss: true, y: 0BE_7140322029893094, disDir: 4BE_279923690702539, disDirY: 0BE_5098419869057663BE_ Player version: V1_13BE_ TPS: [20BE_0042377697444, 20BE_000359359456844, 19BE_99920366617531, 19BE_99903290667685]
